incidencia_id;viaje_id;vehiculo_id;conductor_id;linea_id;fecha;anno;mes;hora_incidencia;tipo_incidencia;categoria;severidad;requiere_retirada;duracion_resolucion_dias;vehiculo_sustituto;coste_estimado_eur
221;26403;28;28;7;26/04/2023;2023;4;7:36:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
222;45943;38;24;3;10/02/2022;2022;2;16:01:00;Retencion trafico;Externo;Baja;FALSO;15;FALSO;35
223;48526;17;3;9;09/01/2022;2022;1;18:47:00;Pinchazo;Vehiculo;Media;VERDADERO;5;VERDADERO;10149
224;18316;5;5;7;06/01/2023;2023;1;13:14:00;Accidente leve;Seguridad;Alta;VERDADERO;94;VERDADERO;181444
225;36894;19;19;3;28/01/2023;2023;1;16:24:00;Condiciones meteo;Externo;Media;FALSO;14;FALSO;0
226;26696;27;13;7;21/10/2022;2022;10;8:12:00;Fallo electrico;Vehiculo;Alta;VERDADERO;10;VERDADERO;102435
227;42128;3;17;6;05/03/2022;2022;3;21:42:00;Obras calzada;Externo;Media;FALSO;21;FALSO;0
228;14171;18;4;8;18/05/2024;2024;5;7:15:00;Accidente grave;Seguridad;Critica;VERDADERO;60;FALSO;945486
229;3733;38;10;10;06/04/2022;2022;4;22:22:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
230;7882;29;15;1;27/06/2023;2023;6;7:28:00;Retencion trafico;Externo;Baja;FALSO;60;FALSO;2069
231;6017;12;26;10;26/10/2023;2023;10;22:33:00;Huelga parcial;Operacional;Alta;VERDADERO;21;FALSO;0
232;23030;15;15;3;20/07/2023;2023;7;17:03:00;Pinchazo;Vehiculo;Media;VERDADERO;5;FALSO;25126
233;35474;27;27;7;17/11/2023;2023;11;20:45:00;Retencion trafico;Externo;Baja;FALSO;6;FALSO;1953
234;49686;1;15;10;04/03/2022;2022;3;0:19:00;Averia mecanica;Vehiculo;Alta;VERDADERO;33;VERDADERO;73053
235;4818;31;3;1;13/12/2023;2023;12;22:25:00;Averia mecanica;Vehiculo;Alta;VERDADERO;64;VERDADERO;288627
236;41694;31;3;1;15/05/2024;2024;5;16:44:00;Huelga parcial;Operacional;Alta;VERDADERO;12;FALSO;0
237;12008;39;25;2;17/08/2023;2023;8;20:50:00;Huelga parcial;Operacional;Alta;VERDADERO;6;VERDADERO;0
238;41328;1;1;10;04/05/2024;2024;5;22:11:00;Accidente grave;Seguridad;Critica;VERDADERO;26;VERDADERO;291316
239;9507;16;16;3;05/12/2023;2023;12;8:03:00;Accidente grave;Seguridad;Critica;VERDADERO;10;FALSO;588981
240;44799;28;28;9;18/07/2022;2022;7;8:32:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
241;34063;2;16;6;03/02/2024;2024;2;20:24:00;Vandalismo;Seguridad;Media;FALSO;7;FALSO;29317
242;27475;8;8;5;18/06/2022;2022;6;21:00:00;Condiciones meteo;Externo;Media;FALSO;23;FALSO;0
243;31144;23;9;5;31/03/2024;2024;3;18:19:00;Averia mecanica;Vehiculo;Alta;VERDADERO;18;VERDADERO;38239
244;21236;27;13;4;29/05/2024;2024;5;7:44:00;Fallo climatizacion;Vehiculo;Baja;FALSO;48;FALSO;16064
245;1391;6;20;8;26/01/2024;2024;1;18:25:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;26589
246;38250;31;3;3;24/07/2023;2023;7;12:10:00;Accidente leve;Seguridad;Alta;VERDADERO;57;VERDADERO;133062
247;37625;36;22;6;15/08/2022;2022;8;18:58:00;Accidente grave;Seguridad;Critica;VERDADERO;12;VERDADERO;395285
248;42029;30;2;3;02/11/2023;2023;11;8:26:00;Averia mecanica;Vehiculo;Alta;VERDADERO;22;VERDADERO;183024
249;20835;4;4;5;28/09/2023;2023;9;18:42:00;Accidente grave;Seguridad;Critica;VERDADERO;47;VERDADERO;81623
250;14758;17;3;3;18/11/2022;2022;11;15:42:00;Condiciones meteo;Externo;Media;FALSO;17;FALSO;0
251;26397;22;22;9;24/01/2023;2023;1;14:41:00;Condiciones meteo;Externo;Media;FALSO;31;FALSO;0
252;6809;6;6;5;07/03/2024;2024;3;19:06:00;Retencion trafico;Externo;Baja;FALSO;54;FALSO;113
253;9226;29;15;8;02/05/2024;2024;5;15:20:00;Vandalismo;Seguridad;Media;FALSO;28;FALSO;65468
254;48395;12;12;8;15/07/2023;2023;7;16:13:00;Obras calzada;Externo;Media;FALSO;16;FALSO;0
255;5396;21;21;2;02/03/2023;2023;3;10:21:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;3472
256;6944;15;1;8;17/04/2023;2023;4;20:40:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;555
257;23871;16;16;9;07/06/2022;2022;6;9:02:00;Condiciones meteo;Externo;Media;FALSO;13;FALSO;0
258;32493;28;14;3;08/05/2022;2022;5;17:33:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
259;36346;17;3;6;16/10/2024;2024;10;6:22:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
260;10756;5;5;4;26/12/2024;2024;12;15:32:00;Fallo electrico;Vehiculo;Alta;VERDADERO;52;VERDADERO;41322
261;12302;39;11;8;14/11/2024;2024;11;17:48:00;Averia mecanica;Vehiculo;Alta;VERDADERO;176;VERDADERO;160682
262;48387;4;4;9;03/08/2023;2023;8;11:24:00;Vandalismo;Seguridad;Media;FALSO;12;FALSO;58089
263;42746;33;19;8;21/12/2023;2023;12;21:20:00;Fallo electrico;Vehiculo;Alta;VERDADERO;97;FALSO;134527
264;29090;27;27;1;08/08/2024;2024;8;15:21:00;Fallo electrico;Vehiculo;Alta;VERDADERO;12;VERDADERO;153432
265;44713;26;26;3;31/01/2024;2024;1;16:22:00;Huelga parcial;Operacional;Alta;VERDADERO;50;FALSO;0
266;14344;23;9;7;17/06/2022;2022;6;12:22:00;Condiciones meteo;Externo;Media;FALSO;12;FALSO;0
267;38173;38;10;5;21/12/2023;2023;12;9:50:00;Averia mecanica;Vehiculo;Alta;VERDADERO;16;VERDADERO;223667
268;5072;33;5;8;07/04/2024;2024;4;12:55:00;Pinchazo;Vehiculo;Media;VERDADERO;7;VERDADERO;21146
269;24122;15;15;7;04/06/2022;2022;6;18:03:00;Accidente leve;Seguridad;Alta;VERDADERO;21;VERDADERO;329792
270;48810;7;7;8;19/03/2022;2022;3;19:30:00;Huelga parcial;Operacional;Alta;VERDADERO;42;VERDADERO;0
271;17821;14;14;8;11/12/2023;2023;12;19:42:00;Obras calzada;Externo;Media;FALSO;55;FALSO;0
272;1123;32;4;8;08/03/2023;2023;3;14:16:00;Condiciones meteo;Externo;Media;FALSO;11;FALSO;0
273;11265;10;10;6;22/08/2023;2023;8;21:00:00;Huelga parcial;Operacional;Alta;VERDADERO;38;VERDADERO;0
274;30580;5;5;3;24/10/2023;2023;10;8:31:00;Averia mecanica;Vehiculo;Alta;VERDADERO;25;VERDADERO;244258
275;45465;22;22;7;09/10/2023;2023;10;16:43:00;Accidente leve;Seguridad;Alta;VERDADERO;19;VERDADERO;220111
276;48217;2;2;2;16/10/2024;2024;10;9:21:00;Pinchazo;Vehiculo;Media;VERDADERO;16;VERDADERO;35001
277;43045;38;10;9;05/06/2024;2024;6;19:36:00;Vandalismo;Seguridad;Media;FALSO;27;FALSO;77331
278;15657;34;6;8;09/04/2022;2022;4;18:21:00;Accidente leve;Seguridad;Alta;VERDADERO;32;VERDADERO;245853
279;1901;12;26;4;14/11/2022;2022;11;17:18:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
280;148;23;9;4;26/10/2022;2022;10;6:41:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;5213
281;29643;34;20;10;09/11/2022;2022;11;22:20:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
282;3212;21;21;8;01/03/2022;2022;3;18:40:00;Pinchazo;Vehiculo;Media;VERDADERO;5;VERDADERO;16212
283;43851;4;4;5;11/01/2023;2023;1;20:08:00;Obras calzada;Externo;Media;FALSO;35;FALSO;0
284;2355;4;4;8;09/01/2022;2022;1;8:44:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;49233
285;31521;22;22;3;05/04/2022;2022;4;15:55:00;Fallo electrico;Vehiculo;Alta;VERDADERO;185;VERDADERO;57173
286;42584;39;25;10;09/07/2022;2022;7;22:04:00;Fallo climatizacion;Vehiculo;Baja;FALSO;30;FALSO;6567
287;43338;37;23;1;13/06/2022;2022;6;6:33:00;Condiciones meteo;Externo;Media;FALSO;14;FALSO;0
288;45285;10;10;3;16/10/2023;2023;10;22:23:00;Retencion trafico;Externo;Baja;FALSO;24;FALSO;1332
289;46957;2;2;10;15/06/2023;2023;6;0:49:00;Condiciones meteo;Externo;Media;FALSO;8;FALSO;0
290;48791;30;16;3;03/11/2024;2024;11;10:41:00;Pasajero enfermo;Servicio;Media;FALSO;11;FALSO;7434
291;36586;5;19;8;22/01/2023;2023;1;22:47:00;Retencion trafico;Externo;Baja;FALSO;70;FALSO;1029
292;10466;9;23;7;17/11/2024;2024;11;11:01:00;Obras calzada;Externo;Media;FALSO;8;FALSO;0
293;7822;11;11;2;30/01/2022;2022;1;10:51:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
294;7206;25;11;8;28/10/2024;2024;10;15:12:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;3456
295;6414;31;3;10;09/11/2024;2024;11;23:55:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;4064
296;34047;28;28;5;11/01/2022;2022;1;19:17:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;1243
297;12729;4;18;6;22/09/2024;2024;9;17:10:00;Huelga parcial;Operacional;Alta;VERDADERO;52;FALSO;0
298;6926;39;11;3;27/07/2022;2022;7;21:35:00;Accidente grave;Seguridad;Critica;VERDADERO;5;VERDADERO;1156245
299;27996;25;25;2;29/12/2024;2024;12;21:14:00;Fallo electrico;Vehiculo;Alta;VERDADERO;49;FALSO;190199
300;37613;24;10;10;13/05/2022;2022;5;4:40:00;Averia mecanica;Vehiculo;Alta;VERDADERO;28;FALSO;281224
301;39484;5;5;2;01/09/2023;2023;9;10:01:00;Averia mecanica;Vehiculo;Alta;VERDADERO;8;VERDADERO;122943
302;3017;36;22;7;11/09/2023;2023;9;19:11:00;Pinchazo;Vehiculo;Media;VERDADERO;35;VERDADERO;38865
303;1641;4;18;9;20/05/2022;2022;5;19:41:00;Fallo electrico;Vehiculo;Alta;VERDADERO;25;VERDADERO;116766
304;8884;23;9;9;30/03/2022;2022;3;14:11:00;Accidente leve;Seguridad;Alta;VERDADERO;30;VERDADERO;233595
305;37602;13;27;5;06/09/2022;2022;9;9:13:00;Obras calzada;Externo;Media;FALSO;8;FALSO;0
306;12970;35;7;5;10/04/2023;2023;4;8:07:00;Fallo climatizacion;Vehiculo;Baja;FALSO;55;FALSO;29158
307;23464;29;1;9;30/06/2024;2024;6;6:47:00;Averia mecanica;Vehiculo;Alta;VERDADERO;5;VERDADERO;217095
308;15758;9;23;10;19/06/2022;2022;6;5:30:00;Averia mecanica;Vehiculo;Alta;VERDADERO;8;VERDADERO;234769
309;44077;20;6;7;21/09/2022;2022;9;10:02:00;Accidente leve;Seguridad;Alta;VERDADERO;5;FALSO;136494
310;4087;14;28;5;09/10/2024;2024;10;22:40:00;Retencion trafico;Externo;Baja;FALSO;62;FALSO;1573
311;509;6;6;3;03/06/2023;2023;6;10:51:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;5626
312;6355;14;28;6;16/03/2022;2022;3;9:43:00;Accidente leve;Seguridad;Alta;VERDADERO;21;VERDADERO;55047
313;29645;36;22;7;15/09/2022;2022;9;22:50:00;Fallo climatizacion;Vehiculo;Baja;FALSO;6;FALSO;14089
314;20816;27;13;8;20/01/2023;2023;1;7:30:00;Condiciones meteo;Externo;Media;FALSO;43;FALSO;0
315;6235;20;20;10;08/10/2023;2023;10;4:50:00;Pinchazo;Vehiculo;Media;VERDADERO;24;VERDADERO;32716
316;31990;29;15;1;09/11/2024;2024;11;11:11:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;13516
317;12996;19;5;5;06/11/2023;2023;11;6:09:00;Vandalismo;Seguridad;Media;FALSO;15;FALSO;19756
318;42502;41;27;8;09/07/2024;2024;7;21:03:00;Huelga parcial;Operacional;Alta;VERDADERO;21;FALSO;0
319;38921;30;2;7;09/11/2023;2023;11;15:22:00;Retencion trafico;Externo;Baja;FALSO;21;FALSO;3816
320;263;12;12;6;26/04/2022;2022;4;14:10:00;Fallo climatizacion;Vehiculo;Baja;FALSO;40;FALSO;7614
321;7892;39;25;8;08/06/2023;2023;6;12:50:00;Pinchazo;Vehiculo;Media;VERDADERO;17;VERDADERO;9352
322;10528;29;1;2;31/10/2023;2023;10;13:10:00;Pinchazo;Vehiculo;Media;VERDADERO;7;VERDADERO;35018
323;18601;38;10;2;08/03/2024;2024;3;9:35:00;Pinchazo;Vehiculo;Media;VERDADERO;14;VERDADERO;14635
324;24115;8;8;4;06/10/2024;2024;10;11:50:00;Accidente grave;Seguridad;Critica;VERDADERO;74;FALSO;839341
325;33499;26;12;2;07/04/2023;2023;4;11:35:00;Huelga parcial;Operacional;Alta;VERDADERO;7;VERDADERO;0
326;13472;33;5;6;12/11/2023;2023;11;21:40:00;Pasajero enfermo;Servicio;Media;FALSO;40;FALSO;2102
327;31726;17;3;1;05/10/2024;2024;10;9:57:00;Accidente grave;Seguridad;Critica;VERDADERO;5;VERDADERO;816339
328;23691;4;4;4;29/06/2023;2023;6;19:14:00;Fallo electrico;Vehiculo;Alta;VERDADERO;19;VERDADERO;86199
329;10558;17;3;5;17/01/2024;2024;1;7:18:00;Accidente leve;Seguridad;Alta;VERDADERO;71;VERDADERO;252902
330;6557;6;6;1;24/02/2022;2022;2;19:46:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;45349
331;45578;9;23;2;28/08/2022;2022;8;19:45:00;Fallo electrico;Vehiculo;Alta;VERDADERO;27;FALSO;196137
332;41504;9;9;3;09/11/2023;2023;11;7:35:00;Fallo climatizacion;Vehiculo;Baja;FALSO;31;FALSO;25114
333;27873;28;14;6;01/02/2024;2024;2;14:11:00;Pasajero enfermo;Servicio;Media;FALSO;21;FALSO;7655
334;10811;18;4;6;23/12/2024;2024;12;9:40:00;Fallo climatizacion;Vehiculo;Baja;FALSO;40;FALSO;2185
335;38215;38;24;4;09/06/2024;2024;6;14:22:00;Accidente grave;Seguridad;Critica;VERDADERO;22;VERDADERO;1372092
336;11731;14;28;7;26/09/2023;2023;9;8:54:00;Averia mecanica;Vehiculo;Alta;VERDADERO;30;VERDADERO;25438
337;27439;14;28;8;02/06/2022;2022;6;13:20:00;Accidente grave;Seguridad;Critica;VERDADERO;125;VERDADERO;105869
338;21780;25;25;8;25/03/2023;2023;3;8:33:00;Retencion trafico;Externo;Baja;FALSO;17;FALSO;1253
339;34080;19;5;8;21/08/2023;2023;8;15:42:00;Accidente leve;Seguridad;Alta;VERDADERO;138;FALSO;381303
340;22916;27;13;2;02/04/2022;2022;4;8:11:00;Fallo climatizacion;Vehiculo;Baja;FALSO;10;FALSO;850
341;8086;23;23;8;05/02/2024;2024;2;22:52:00;Averia mecanica;Vehiculo;Alta;VERDADERO;66;VERDADERO;31642
342;43468;41;13;2;08/04/2024;2024;4;9:50:00;Accidente grave;Seguridad;Critica;VERDADERO;102;VERDADERO;387105
343;14710;11;11;7;04/06/2024;2024;6;22:24:00;Averia mecanica;Vehiculo;Alta;VERDADERO;48;VERDADERO;152615
344;15467;12;12;9;08/08/2024;2024;8;9:55:00;Huelga parcial;Operacional;Alta;VERDADERO;5;FALSO;0
345;37173;4;18;3;01/03/2024;2024;3;17:52:00;Obras calzada;Externo;Media;FALSO;40;FALSO;0
346;28749;22;22;9;12/11/2024;2024;11;12:53:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
347;3105;40;26;6;07/03/2024;2024;3;12:03:00;Fallo electrico;Vehiculo;Alta;VERDADERO;15;VERDADERO;134347
348;709;38;10;2;17/06/2024;2024;6;18:52:00;Fallo climatizacion;Vehiculo;Baja;FALSO;13;FALSO;2339
349;38386;41;27;6;03/06/2022;2022;6;13:51:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;24115
350;23445;10;10;4;19/02/2024;2024;2;9:31:00;Huelga parcial;Operacional;Alta;VERDADERO;10;VERDADERO;0
351;26511;10;24;6;26/01/2022;2022;1;17:38:00;Huelga parcial;Operacional;Alta;VERDADERO;5;VERDADERO;0
352;8467;26;12;10;23/10/2024;2024;10;23:13:00;Huelga parcial;Operacional;Alta;VERDADERO;35;VERDADERO;0
353;6231;16;16;2;29/09/2022;2022;9;18:05:00;Averia mecanica;Vehiculo;Alta;VERDADERO;159;VERDADERO;20320
354;46359;34;20;2;07/06/2024;2024;6;15:01:00;Obras calzada;Externo;Media;FALSO;21;FALSO;0
355;39358;5;19;7;05/04/2022;2022;4;15:20:00;Accidente leve;Seguridad;Alta;VERDADERO;9;VERDADERO;335754
356;16387;8;8;3;21/08/2022;2022;8;13:22:00;Vandalismo;Seguridad;Media;FALSO;13;FALSO;31869
357;34166;21;7;6;26/12/2022;2022;12;21:40:00;Vandalismo;Seguridad;Media;FALSO;10;FALSO;41804
358;4169;12;26;10;20/09/2023;2023;9;3:20:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;19212
359;5804;9;9;3;03/09/2024;2024;9;22:23:00;Pinchazo;Vehiculo;Media;VERDADERO;8;VERDADERO;39695
360;12754;29;15;1;07/08/2022;2022;8;11:00:00;Averia mecanica;Vehiculo;Alta;VERDADERO;5;VERDADERO;88086
361;2190;7;7;9;03/11/2022;2022;11;9:01:00;Pinchazo;Vehiculo;Media;VERDADERO;26;VERDADERO;24776
362;12188;9;9;4;27/01/2023;2023;1;6:40:00;Averia mecanica;Vehiculo;Alta;VERDADERO;29;VERDADERO;139453
363;31728;19;5;7;04/05/2023;2023;5;13:30:00;Vandalismo;Seguridad;Media;FALSO;9;FALSO;60348
364;19246;11;11;7;11/07/2022;2022;7;14:21:00;Averia mecanica;Vehiculo;Alta;VERDADERO;18;VERDADERO;295176
365;37867;26;12;2;06/07/2022;2022;7;22:51:00;Accidente leve;Seguridad;Alta;VERDADERO;121;VERDADERO;185637
366;43515;4;4;9;20/04/2024;2024;4;22:53:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;644
367;8719;26;12;4;02/06/2022;2022;6;9:20:00;Huelga parcial;Operacional;Alta;VERDADERO;10;VERDADERO;0
368;28825;14;14;7;28/10/2022;2022;10;7:15:00;Fallo electrico;Vehiculo;Alta;VERDADERO;33;FALSO;68548
369;24469;26;26;6;18/10/2024;2024;10;19:17:00;Pinchazo;Vehiculo;Media;VERDADERO;63;VERDADERO;17781
370;48253;38;10;2;16/06/2023;2023;6;20:54:00;Averia mecanica;Vehiculo;Alta;VERDADERO;185;VERDADERO;230893
371;7202;21;7;6;27/10/2023;2023;10;14:41:00;Retencion trafico;Externo;Baja;FALSO;17;FALSO;1391
372;9283;2;16;2;07/11/2023;2023;11;11:00:00;Condiciones meteo;Externo;Media;FALSO;8;FALSO;0
373;26821;26;26;9;02/09/2024;2024;9;20:30:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
374;27374;33;19;1;11/01/2022;2022;1;17:32:00;Averia mecanica;Vehiculo;Alta;VERDADERO;13;VERDADERO;55309
375;22493;24;10;8;01/06/2023;2023;6;16:11:00;Averia mecanica;Vehiculo;Alta;VERDADERO;31;FALSO;243829
376;45638;27;27;6;15/12/2024;2024;12;11:14:00;Accidente leve;Seguridad;Alta;VERDADERO;85;VERDADERO;324445
377;45880;17;17;9;25/09/2024;2024;9;13:04:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;756
378;29340;25;25;8;09/02/2023;2023;2;13:01:00;Accidente grave;Seguridad;Critica;VERDADERO;66;VERDADERO;629679
379;46548;13;13;7;24/08/2023;2023;8;6:52:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
380;10804;11;25;7;13/12/2022;2022;12;7:48:00;Retencion trafico;Externo;Baja;FALSO;37;FALSO;1323
381;20965;8;22;4;11/02/2022;2022;2;22:03:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;135
382;30033;4;18;4;06/12/2023;2023;12;21:00:00;Huelga parcial;Operacional;Alta;VERDADERO;74;VERDADERO;0
383;5223;16;16;9;13/01/2022;2022;1;7:40:00;Accidente leve;Seguridad;Alta;VERDADERO;47;VERDADERO;386389
384;660;31;17;4;23/09/2024;2024;9;10:22:00;Condiciones meteo;Externo;Media;FALSO;43;FALSO;0
385;33246;25;11;6;08/06/2022;2022;6;16:49:00;Accidente leve;Seguridad;Alta;VERDADERO;11;VERDADERO;172134
386;5866;29;15;7;02/12/2024;2024;12;22:00:00;Huelga parcial;Operacional;Alta;VERDADERO;5;VERDADERO;0
387;48872;27;13;4;26/06/2023;2023;6;7:04:00;Pinchazo;Vehiculo;Media;VERDADERO;5;VERDADERO;3945
388;22986;13;27;8;17/05/2022;2022;5;6:10:00;Averia mecanica;Vehiculo;Alta;VERDADERO;39;VERDADERO;97977
389;28881;28;14;1;03/07/2023;2023;7;11:32:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;9839
390;47088;7;21;2;31/10/2022;2022;10;8:10:00;Fallo electrico;Vehiculo;Alta;VERDADERO;5;FALSO;149252
391;26528;27;13;3;21/08/2022;2022;8;20:43:00;Fallo electrico;Vehiculo;Alta;VERDADERO;10;FALSO;191349
392;9648;31;17;7;24/06/2024;2024;6;6:36:00;Huelga parcial;Operacional;Alta;VERDADERO;5;VERDADERO;0
393;49546;29;15;8;01/03/2024;2024;3;17:31:00;Fallo electrico;Vehiculo;Alta;VERDADERO;42;VERDADERO;61278
394;32375;36;8;5;14/11/2022;2022;11;12:20:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;7974
395;26159;36;8;2;24/10/2024;2024;10;6:53:00;Averia mecanica;Vehiculo;Alta;VERDADERO;89;VERDADERO;38058
396;11712;37;9;3;28/12/2022;2022;12;18:42:00;Huelga parcial;Operacional;Alta;VERDADERO;75;FALSO;0
397;27239;24;24;2;13/07/2024;2024;7;19:25:00;Retencion trafico;Externo;Baja;FALSO;7;FALSO;3717
398;18354;1;15;9;07/08/2022;2022;8;6:05:00;Condiciones meteo;Externo;Media;FALSO;11;FALSO;0
399;49515;40;12;8;26/08/2024;2024;8;6:44:00;Huelga parcial;Operacional;Alta;VERDADERO;10;FALSO;0
400;21725;12;26;5;08/09/2024;2024;9;21:50:00;Vandalismo;Seguridad;Media;FALSO;6;FALSO;58669
401;25925;12;26;4;06/11/2023;2023;11;15:31:00;Condiciones meteo;Externo;Media;FALSO;11;FALSO;0
402;41390;21;7;3;16/10/2024;2024;10;14:26:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
403;4773;28;14;2;14/05/2024;2024;5;6:33:00;Pinchazo;Vehiculo;Media;VERDADERO;9;VERDADERO;23768
404;35205;10;10;10;25/03/2022;2022;3;2:29:00;Fallo climatizacion;Vehiculo;Baja;FALSO;15;FALSO;19701
405;27879;34;20;3;10/04/2024;2024;4;6:01:00;Vandalismo;Seguridad;Media;FALSO;7;FALSO;36697
406;5875;38;24;2;16/11/2023;2023;11;11:30:00;Fallo electrico;Vehiculo;Alta;VERDADERO;69;VERDADERO;142835
407;17805;40;26;8;15/04/2024;2024;4;21:32:00;Fallo climatizacion;Vehiculo;Baja;FALSO;18;FALSO;13426
408;34224;37;9;8;24/06/2022;2022;6;19:04:00;Huelga parcial;Operacional;Alta;VERDADERO;50;FALSO;0
409;7842;31;3;3;19/05/2024;2024;5;21:41:00;Condiciones meteo;Externo;Media;FALSO;36;FALSO;0
410;15923;6;20;1;03/01/2022;2022;1;6:27:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
411;28367;18;4;7;16/05/2024;2024;5;6:45:00;Averia mecanica;Vehiculo;Alta;VERDADERO;16;VERDADERO;215222
412;12084;31;17;5;03/12/2022;2022;12;6:00:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;1434
413;20034;1;15;4;17/03/2023;2023;3;16:32:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;928
414;14488;41;13;1;22/02/2023;2023;2;8:37:00;Averia mecanica;Vehiculo;Alta;VERDADERO;47;FALSO;128223
415;20819;30;16;7;27/01/2022;2022;1;22:02:00;Accidente leve;Seguridad;Alta;VERDADERO;74;VERDADERO;64896
416;37518;13;27;6;09/03/2022;2022;3;16:29:00;Accidente leve;Seguridad;Alta;VERDADERO;44;VERDADERO;201202
417;44236;11;25;9;20/02/2022;2022;2;6:42:00;Pinchazo;Vehiculo;Media;VERDADERO;6;FALSO;3232
418;48651;16;16;5;20/02/2023;2023;2;12:32:00;Fallo climatizacion;Vehiculo;Baja;FALSO;36;FALSO;2376
419;36236;33;5;10;22/08/2024;2024;8;23:54:00;Pinchazo;Vehiculo;Media;VERDADERO;44;VERDADERO;15954
420;21070;29;15;8;14/09/2024;2024;9;11:48:00;Fallo electrico;Vehiculo;Alta;VERDADERO;6;VERDADERO;169846
421;9524;33;5;1;04/11/2022;2022;11;11:30:00;Accidente leve;Seguridad;Alta;VERDADERO;39;VERDADERO;290433
422;32756;39;25;9;30/03/2023;2023;3;19:30:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
423;12054;1;15;6;25/11/2022;2022;11;14:01:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;64832
424;23594;33;19;9;27/09/2023;2023;9;7:32:00;Obras calzada;Externo;Media;FALSO;18;FALSO;0
425;8038;17;3;6;31/05/2022;2022;5;13:30:00;Obras calzada;Externo;Media;FALSO;15;FALSO;0
426;46977;22;22;9;24/02/2022;2022;2;11:13:00;Accidente grave;Seguridad;Critica;VERDADERO;8;VERDADERO;208708
427;16400;21;21;10;17/06/2023;2023;6;23:32:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
428;45786;7;7;2;30/06/2022;2022;6;9:30:00;Retencion trafico;Externo;Baja;FALSO;27;FALSO;4026
429;34616;9;9;4;22/05/2023;2023;5;7:55:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
430;7625;24;10;9;30/07/2023;2023;7;9:51:00;Huelga parcial;Operacional;Alta;VERDADERO;36;VERDADERO;0
431;13662;13;27;3;14/01/2022;2022;1;17:33:00;Fallo climatizacion;Vehiculo;Baja;FALSO;64;FALSO;14489
432;37737;22;22;10;28/09/2023;2023;9;1:20:00;Huelga parcial;Operacional;Alta;VERDADERO;11;FALSO;0
433;26542;41;27;6;15/09/2024;2024;9;18:05:00;Vandalismo;Seguridad;Media;FALSO;23;FALSO;28687
434;13268;39;25;10;03/08/2023;2023;8;23:30:00;Accidente grave;Seguridad;Critica;VERDADERO;51;FALSO;1480855
435;18083;24;24;10;05/04/2023;2023;4;23:00:00;Pasajero enfermo;Servicio;Media;FALSO;17;FALSO;9656
436;48086;39;11;6;28/07/2022;2022;7;16:02:00;Fallo climatizacion;Vehiculo;Baja;FALSO;28;FALSO;26796
437;42768;13;13;2;30/12/2024;2024;12;20:46:00;Retencion trafico;Externo;Baja;FALSO;13;FALSO;3065
438;4071;40;12;8;22/10/2022;2022;10;12:44:00;Averia mecanica;Vehiculo;Alta;VERDADERO;51;VERDADERO;260854
439;16287;34;20;4;12/03/2023;2023;3;19:51:00;Huelga parcial;Operacional;Alta;VERDADERO;33;VERDADERO;0
440;1119;28;28;8;17/03/2023;2023;3;18:41:00;Vandalismo;Seguridad;Media;FALSO;18;FALSO;10933
441;10075;38;24;3;23/08/2024;2024;8;16:00:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
